chassi,pps,percentil_tiktok,percentil_nps,percentil_visits,percentil_snapon,percentil_mystery,percentil_chatbot,percentil_download
LC0CE4CB9S4003600,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CBXS4003640,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CBXS4003735,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CBXS4003914,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB9S4004620,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CBXS4003590,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4004617,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4004505,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4004374,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4003032,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4004410,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4004567,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB9S4004326,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB9S4004441,"R$ 182.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CBXS4003105,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CBXS4003489,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C45T0034059,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0036450,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C48T0035920,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C4XT0035918,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C46T0036595,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C46T0035897,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C4XT0036695,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C4XT0036714,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C44T0035879,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C42T0036397,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CBXS0006724,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB2S0016518,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CBXS0006755,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB2S0015806,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CB3S0013367,"R$ 184.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C42T0053319,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C4XT0050507,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C41T0048922,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C46T0050651,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C4XT0052001,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C48T0050439,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C48T0050442,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C45T0055078,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0052096,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C4XT0052130,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C42T0054289,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C44T0054178,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C47T0043006,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C48T0043046,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C4XT0053397,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C43T0047523,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C40T0054378,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C40T0055370,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C42T0053409,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C47T0055169,"R$ 299.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C41T0053448,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXCD4C46T0053395,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C42T0054513,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C46T0055244,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C4XT0055098,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C46T0053400,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXCD4C41T0055247,"R$ 299.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C43T5021694,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C42T5021055,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C45T5021616,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C44T5023292,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0C74C49T5022834,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C45T5023267,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0C74C4XT5021613,"R$ 199.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LGXC74C45T0025918,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C45T0025790,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C45T0025787,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C45T0025935,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C41T0059600,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C44T0025845,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C40T0059555,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C46T0029556,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C43T0060263,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C47T0025869,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C40T0059491,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C40T0025180,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C45T0060376,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C44T0059557,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C48T0025914,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C41T0059483,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C41T0024720,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C45T0005877,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0005846,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C47T0059519,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C42T0059489,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0059572,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C43T0060313,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0053282,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C43T0060408,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C46T0059527,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C42T0025228,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C49T0025162,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C42T0017663,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C43T0021351,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C40T0005995,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0005956,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0005973,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0023972,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0024748,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0025891,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0029441,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0027348,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C43T0021365,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C42T0021339,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C49T0025839,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0024717,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0018836,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0027334,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C43T0021348,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C44T0020659,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0028508,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C47T0016993,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C42T0016979,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0024006,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C44T0017065,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C43T0022483,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0025244,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C49T0025811,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C42T0021373,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0029861,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0016992,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0017074,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C47T0016508,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C46T0016984,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C45T0016667,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C45T0016510,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C48T0024813,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C45T0016670,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C41T0017072,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C42T0019672,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C45T0027670,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C43T0024198,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C43T0024007,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C42T0019641,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0017010,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C43T0024136,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C44T0016997,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0016995,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0024901,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0027636,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C45T0018760,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C48T0024875,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0016506,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0016651,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0024823,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C42T0016626,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C40T0016477,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C47T0016489,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C43T0022421,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C49T0021242,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0017029,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0024166,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C46T0016645,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C44T0017003,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0026888,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0026891,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C44T0016661,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0034714,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C48T0034659,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C42T0029893,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C44T0016675,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C47T0034412,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C45T0029869,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CB7T4001569,"R$ 182.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB9T4001511,"R$ 182.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB9T4001380,"R$ 182.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB0T4001266,"R$ 182.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CBXT4001548,"R$ 182.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB0T4001252,"R$ 182.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB3T4001391,"R$ 182.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CB0T4001591,"R$ 182.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CB5T4001392,"R$ 182.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB0T4001249,"R$ 182.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CB0T4001526,"R$ 182.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CB4T4001528,"R$ 182.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CB1T4001339,"R$ 182.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0C74C44T5005438,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0C74C44T5004872,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0C74C44T5004838,"R$ 199.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0004919,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC0T0007245,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0004726,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0003320,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0002426,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0003222,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0004502,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC0T0007200,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0004662,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CC1T0002572,"R$ 149.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CBXS4003881,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CBXS4004111,"R$ 182.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LC0CE4CB9S0015821,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB9S0016418,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB9S0017763,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CB9S0017973,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CBXS0016444,"R$ 184.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C42T0053210,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0053280,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0048992,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LGXC74C46T0053307,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0048961,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C47T0053266,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C45T0053279,"R$ 249.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00300000",,
LGXC74C40T0049009,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C47T0053297,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C46T0053226,"R$ 249.990,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000",,
LGXC74C41T0054980,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C41T0050394,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C40T0055070,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C41T0054199,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C40T0055019,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LGXC74C40T0054162,"R$ 249.990,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000",,"0,00200000"
LC0CE4CC9T0003596,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC6T0004172,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0001152,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC7T0001443,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC6T0004186,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0001183,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC7T0001412,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC7T0001426,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC6T0004236,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC6T0004222,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC6T0004205,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC4T0003747,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC4T0004042,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC4T0003666,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC4T0003733,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC8T0003542,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC6T0001515,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC5T0003708,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC6T0003362,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
