chassi,pps,percentil_tiktok,percentil_nps,percentil_visits,percentil_snapon,percentil_mystery,percentil_chatbot,percentil_download
LGXCF6CD3S2004700,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD3S2004521,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD4S2004320,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD0S2004377,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD3S2004731,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD4S2004463,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD4S2004138,"299.800,00","0,00300000",,"0,00200000","0,00200000","0,00300000",,
LGXCF6CD3S2004518,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD3S2004745,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD4S2004494,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD1S2004369,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCF6CD4S2004379,"299.800,00","0,00300000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0036398,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0036068,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0036023,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0035969,"159.800,00",,,,"0,00200000",,,
LC0CE4CC3S0037175,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0036071,"159.800,00",,,,"0,00200000",,,
LC0CE4CC7S0036238,"159.800,00",,,,"0,00200000",,,
LC0CE4CC0S0037327,"159.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0036451,"159.800,00",,,,"0,00200000",,,
LC0CE4CC7S0036370,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0035972,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0036054,"159.800,00",,,,"0,00200000",,,
LC0CE4CC7S0036868,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0036099,"159.800,00",,,,"0,00200000",,,
LC0CE4CC0S0037375,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0037143,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0037188,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0037224,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0036431,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC0S0036887,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC9S0037164,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC7S0038524,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC9S0037147,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC9S0037326,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0036865,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC5S0037128,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC0S0036436,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0036395,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC9S0037181,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0037126,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC9S0037178,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0036137,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC0S0036162,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC9S0037097,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0037160,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0037093,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC0S0038235,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC0S0037358,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC9S0037343,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0036882,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC9S0037262,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC9S0037276,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC9S0037228,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC0S0036470,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0037191,"159.800,00",,,,"0,00200000",,,
LC0CE4CC9S0037374,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0037305,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0036901,"159.800,00",,,,"0,00200000",,,
LC0CE4CC2S0036910,"159.800,00",,,,"0,00200000",,,
LC0CE4CC7S0038555,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC0S0037344,"159.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0038698,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0038586,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC2S0036065,"159.800,00",,,,"0,00200000",,,
LC0CE4CC2S0036387,"159.800,00",,,,"0,00200000",,,
LC0CE4CC3S0036138,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038385,"159.800,00",,,,"0,00200000",,,
LC0CE4CC7S0038653,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0038667,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0038670,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC2S0037152,"159.800,00",,,,"0,00200000",,,
LC0CE4CC3S0037192,"159.800,00",,,,"0,00200000",,,
LC0CE4CC2S0037121,"159.800,00",,,,"0,00200000",,,
LC0CE4CCXS0037187,"159.800,00",,,,"0,00200000",,,
LC0CE4CCXS0037139,"159.800,00",,,,"0,00200000",,,
LC0CE4CC2S0036938,"159.800,00",,,,"0,00200000",,,
LC0CE4CC3S0036169,"159.800,00",,,,"0,00200000",,,
LC0CE4CCXS0037173,"159.800,00",,,,"0,00200000",,,
LC0CE4CC7S0038636,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC2S0037197,"159.800,00",,,,"0,00200000",,,
LC0CE4CC3S0037189,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0036932,"159.800,00",,,,"0,00200000",,,
LC0CE4CC2S0036129,"159.800,00",,,,"0,00200000",,,
LC0CE4CC9S0037357,"159.800,00",,,,"0,00200000",,,
LC0CE4CCXS0036993,"159.800,00",,,,"0,00200000",,,
LC0CE4CC2S0036888,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038368,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038371,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038287,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038306,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038404,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038418,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038340,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038323,"159.800,00",,,,"0,00200000",,,
LC0CE4CC8S0038516,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038616,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC2S0038284,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0038664,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0038650,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC2S0038298,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0036350,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC2S0038270,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC2S0038303,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC1S0038342,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038325,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038311,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038275,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038566,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038356,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038602,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038597,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0035411,"159.800,00",,,,"0,00200000",,,
LC0CE4CC0S0038641,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038373,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038518,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038535,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038339,"159.800,00",,,,"0,00200000",,,
LC0CE4CC1S0038308,"159.800,00",,,,"0,00200000",,,
LGXC74C4XT0001758,"244.800,00",,,,"0,00200000",,,
LC0CE4CB4S0007478,"184.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB4S0007481,"184.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB4S0007514,"184.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CB4S0007495,"184.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CB4S0007433,"184.800,00",,,,"0,00200000",,,
LC0CE4CB4S0007383,"184.800,00",,,,"0,00200000",,,
LC0CE4CB4S0007500,"184.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CB4S0007366,"184.800,00",,,,"0,00200000",,,
LC0CE4CB4S0007450,"184.800,00",,,,"0,00200000",,,
LC0CE4CB4S0007447,"184.800,00",,,,"0,00200000",,,
LC0CE4CB5S0007912,"184.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB5S0007523,"184.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB4S4003777,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB7S4003319,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB4S4004699,"182.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CB0S4004392,"182.800,00",,,,"0,00200000",,,
LC0CE4CB6S4001707,"182.800,00",,,,"0,00200000",,,
LC0CE4CB0S4004344,"182.800,00",,,,"0,00200000",,,
LC0CE4CB0S4004439,"182.800,00",,,,"0,00200000",,,
LC0CE4CB6S4001495,"182.800,00",,,,"0,00200000",,,
LC0CE4CB8S4003068,"182.800,00",,,,"0,00200000",,,
LC0CE4CB0S4004537,"182.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LC0CE4CB0S4004411,"182.800,00",,,,"0,00200000",,,
LC0CE4CB6S4001464,"182.800,00",,,,"0,00200000",,,
LC0CE4CB8S4003085,"182.800,00",,,,"0,00200000",,,
LC0CE4CB8S4003099,"182.800,00",,,,"0,00200000",,,
LC0CE4CB7S4003367,"182.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CB8S4003037,"182.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CB8S4004009,"182.800,00",,,,"0,00200000",,,
LC0CE4CB8S4003250,"182.800,00",,,,"0,00200000",,,
LC0CE4CB9S4003578,"182.800,00",,,,"0,00200000",,,
LC0CE4CB5S4003089,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB5S4003531,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB5S4004727,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB5S4004789,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXCD4C44T0036529,"299.800,00",,,,"0,00200000",,,
LGXCD4C48T0036677,"299.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LGXCD4C47T0035889,"299.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXCD4C46T0035950,"299.800,00",,,"0,00200000","0,00200000","0,00300000",,
LGXCD4C47T0036511,"299.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXCD4C43T0036411,"299.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXCD4C46T0036743,"299.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXCD4C46T0034068,"299.800,00",,,"0,00200000","0,00200000","0,00300000",,
LGXCD4C43T0036425,"299.800,00",,,,"0,00200000",,,
LGXCD4C45T0036183,"299.800,00",,,,"0,00200000",,,
LGXCD4C49T0036591,"299.800,00",,,,"0,00200000",,,
LC0CE4CB7S4000856,"182.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LC0CE4CB6S4001500,"182.800,00",,,,"0,00200000",,,
LC0CE4CB6S4001366,"182.800,00",,,,"0,00200000",,,
LC0CE4CB8S4003989,"182.800,00",,,,"0,00200000",,,
LC0CE4CB6S4001187,"182.800,00",,,,"0,00200000",,,
LC0CE4CB6S4001478,"182.800,00",,,,"0,00200000",,,
LC0CE4CB8S4004026,"182.800,00",,,,"0,00200000",,,
LC0CE4CB8S4003992,"182.800,00",,,,"0,00200000",,,
LC0CE4CB6S4001450,"182.800,00",,,,"0,00200000",,,
LC0CE4CB5S4001519,"182.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CB4S4001043,"182.800,00",,,,"0,00200000",,,
LC0CE4CB4S4001530,"182.800,00",,,,"0,00200000",,,
LC0CE4CB3S4001325,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB3S4001342,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB3S4001938,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB4S4004220,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB3S4001406,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB3S4001471,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CB4S4004119,"182.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0C74C47S5011930,"184.800,00",,,,"0,00200000",,,
LC0CE4CC8S0034353,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC8S0033784,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC4S0034365,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CC7S0033789,"159.800,00",,"0,00300000","0,00200000","0,00200000",,,
LC0CE4CCXS0033799,"159.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LC0CE4CC4S0034379,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC2S0034333,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0034411,"159.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC2S0033702,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC3S0033935,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC7S0034392,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1S0033710,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC8S0034434,"159.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LC0CE4CC0S0037361,"159.800,00",,,"0,00200000","0,00200000","0,00300000",,
LGXC74C44T0002548,"244.800,00",,,,"0,00200000",,,
LGXC74C44T0002484,"244.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXC74C44T0001884,"244.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LGXC74C44T0000914,"244.800,00",,,"0,00200000","0,00200000","0,00300000",,
LGXC74C44T0000864,"244.800,00",,,"0,00200000","0,00200000","0,00300000",,
LGXC74C44T0000802,"244.800,00",,,,"0,00200000",,,
LGXC74C44T0000623,"244.800,00",,,,"0,00200000",,,
LGXC74C44T0000606,"244.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXC74C44T0000041,"244.800,00",,,,"0,00200000",,,
LGXC74C43T0003254,"244.800,00",,,,"0,00200000",,,
LGXC74C43T0003240,"244.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXC74C43T0001777,"244.800,00",,,"0,00200000","0,00200000","0,00300000",,
LGXC74C43T0001763,"244.800,00",,,,"0,00200000",,,
LGXC74C43T0001746,"244.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXC74C43T0001195,"244.800,00",,,"0,00200000","0,00200000","0,00300000",,
LGXC74C43T0001181,"244.800,00",,,,"0,00200000",,,
LGXC74C43T0001178,"244.800,00",,,,"0,00200000",,,
LGXC74C43T0001150,"244.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXC74C43T0000998,"244.800,00",,,,"0,00200000",,,
LGXC74C43T0000712,"244.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXC74C42T0002483,"244.800,00",,,,"0,00200000",,,
LGXC74C42T0001950,"244.800,00",,,,"0,00200000",,,
LGXC74C42T0001897,"244.800,00",,"0,00300000","0,00200000","0,00200000",,,
LGXC74C42T0001852,"244.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LGXC74C42T0001849,"244.800,00",,"0,00300000","0,00200000","0,00200000","0,00300000",,
LGXC74C40T0002501,"244.800,00","0,00200000",,"0,00200000","0,00200000","0,00300000",,
LC0CE4CC1T0001549,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0004130,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0004080,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003499,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0002961,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0001172,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001969,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003440,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC0T0003468,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0001678,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001284,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001681,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003213,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002927,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0002913,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0001745,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001891,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003387,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0001222,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001924,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003308,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001664,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0004328,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003518,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0001972,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001888,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001088,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0001074,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0002877,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002894,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003437,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC0T0003342,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003373,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001236,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003780,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC0T0003390,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0002975,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0001303,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003258,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002152,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003504,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003289,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003275,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003261,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001253,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001138,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003339,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002247,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002281,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC0T0003230,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002250,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002314,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002278,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002295,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001387,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001298,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002264,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002300,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001317,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0002233,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0001091,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003648,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003570,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003729,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003682,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0002743,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003665,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003567,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003701,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC1T0001552,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003763,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003844,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003732,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000",
LC0CE4CC2T0003861,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003794,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003830,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003942,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003908,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003892,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003939,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC2T0003875,"159.800,00","0,00000000","0,00000000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC0T0003423,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0002930,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
LC0CE4CC1T0002958,"159.800,00","0,00000000","0,00300000","0,00100000","0,00300000","0,00300000","0,00000000",
