chassi,pps,val_pdi,percentil_atacado
LC0C74C44T5022319,"199.990,00",700,"0,02"
LC0C74C42T5021105,"199.990,00",700,"0,02"
LC0C74C47T5022699,"199.990,00",700,"0,02"
LC0C74C42T5022657,"199.990,00",700,"0,02"
LC0C74C47T5022086,"199.990,00",700,"0,02"
LC0C74C47T5021844,"199.990,00",700,"0,02"
LC0C74C47T5022993,"199.990,00",700,"0,02"
LC0C74C47T5021892,"199.990,00",700,"0,02"
LC0C74C42T5022108,"199.990,00",700,"0,02"
LC0C74C47T5022329,"199.990,00",700,"0,02"
LC0C74C48T5021061,"199.990,00",700,"0,02"
LC0C74C48T5022307,"199.990,00",700,"0,02"
LC0C74C47T5021259,"199.990,00",700,"0,02"
LC0C74C49T5022350,"199.990,00",700,"0,02"
LC0C74C49T5020503,"199.990,00",700,"0,02"
LC0C74C49T5021084,"199.990,00",700,"0,02"
LC0C74C41T5021175,"199.990,00",700,"0,02"
LC0C74C41T5020480,"199.990,00",700,"0,02"
LC0C74C47T5020905,"199.990,00",700,"0,02"
LC0C74C43T5021114,"199.990,00",700,"0,02"
LC0C74C42T5023369,"199.990,00",700,"0,02"
LC0C74C41T5023444,"199.990,00",700,"0,02"
LC0C74C41T5021998,"199.990,00",700,"0,02"
LC0C74C42T5021816,"199.990,00",700,"0,02"
LC0C74C42T5022805,"199.990,00",700,"0,02"
LC0C74C41T5021774,"199.990,00",700,"0,02"
LC0C74C45T5023530,"199.990,00",700,"0,02"
LC0C74C45T5022331,"199.990,00",700,"0,02"
LC0C74C46T5021964,"199.990,00",700,"0,02"
LC0C74C43T5020688,"199.990,00",700,"0,02"
LC0C74C41T5021614,"199.990,00",700,"0,02"
LC0C74C46T5021107,"199.990,00",700,"0,02"
LC0C74C43T5021713,"199.990,00",700,"0,02"
LC0C74C40T5023399,"199.990,00",700,"0,02"
LC0C74C46T5021706,"199.990,00",700,"0,02"
LC0C74C40T5022995,"199.990,00",700,"0,02"
LC0C74C45T5023317,"199.990,00",700,"0,02"
LC0C74C41T5020673,"199.990,00",700,"0,02"
LC0C74C45T5022183,"199.990,00",700,"0,02"
LC0C74C46T5023052,"199.990,00",700,"0,02"
LC0C74C48T5021738,"199.990,00",700,"0,02"
LC0C74C47T5023495,"199.990,00",700,"0,02"
LC0C74C42T5021606,"199.990,00",700,"0,02"
LC0C74C42T5022335,"199.990,00",700,"0,02"
LC0C74C45T5022314,"199.990,00",700,"0,02"
LC0C74C47T5020340,"199.990,00",700,"0,02"
LC0C74C48T5020914,"199.990,00",700,"0,02"
LC0C74C46T5021088,"199.990,00",700,"0,02"
LC0C74C49T5022364,"199.990,00",700,"0,02"
LC0C74C4XT5020333,"199.990,00",700,"0,02"
LC0C74C48T5021674,"199.990,00",700,"0,02"
LC0C74C45T5021048,"199.990,00",700,"0,02"
LC0C74C44T5021090,"199.990,00",700,"0,02"
LC0C74C44T5022322,"199.990,00",700,"0,02"
LC0C74C43T5018939,"199.990,00",700,"0,02"
LC0C74C41T5023203,"199.990,00",700,"0,02"
LC0C74C46T5021852,"199.990,00",700,"0,02"
LC0C74C49T5020890,"199.990,00",700,"0,02"
LC0C74C49T5021568,"199.990,00",700,"0,02"
LC0C74C48T5023229,"199.990,00",700,"0,02"
LC0C74C4XT5021076,"199.990,00",700,"0,02"
LC0C74C49T5023238,"199.990,00",700,"0,02"
LC0C74C4XT5021031,"199.990,00",700,"0,02"
LC0C74C47T5022413,"199.990,00",700,"0,02"
LC0C74C47T5023349,"199.990,00",700,"0,02"
LC0C74C48T5022324,"199.990,00",700,"0,02"
LC0C74C47T5022380,"199.990,00",700,"0,02"
LC0C74C48T5021089,"199.990,00",700,"0,02"
LC0C74C45T5022782,"199.990,00",700,"0,02"
LC0C74C45T5021759,"199.990,00",700,"0,02"
LC0C74C45T5022085,"199.990,00",700,"0,02"
LC0C74C46T5021253,"199.990,00",700,"0,02"
LC0C74C41T5023010,"199.990,00",700,"0,02"
LC0C74C41T5023489,"199.990,00",700,"0,02"
LC0C74C42T5021637,"199.990,00",700,"0,02"
LC0C74C40T5023015,"199.990,00",700,"0,02"
LC0C74C42T5022111,"199.990,00",700,"0,02"
LC0C74C41T5021192,"199.990,00",700,"0,02"
LC0C74C42T5023372,"199.990,00",700,"0,02"
LC0C74C41T5019295,"199.990,00",700,"0,02"
LC0C74C43T5021761,"199.990,00",700,"0,02"
LC0C74C42T5021945,"199.990,00",700,"0,02"
LC0C74C47T5021066,"199.990,00",700,"0,02"
LC0C74C42T5021167,"199.990,00",700,"0,02"
LC0C74C46T5023441,"199.990,00",700,"0,02"
LC0C74C42T5022948,"199.990,00",700,"0,02"
LC0C74C47T5022332,"199.990,00",700,"0,02"
LC0C74C46T5021544,"199.990,00",700,"0,02"
LC0C74C45T5019977,"199.990,00",700,"0,02"
LC0C74C44T5021879,"199.990,00",700,"0,02"
LC0C74C44T5021851,"199.990,00",700,"0,02"
LC0C74C44T5022630,"199.990,00",700,"0,02"
LC0C74C44T5023017,"199.990,00",700,"0,02"
LC0C74C44T5022109,"199.990,00",700,"0,02"
LC0C74C41T5020690,"199.990,00",700,"0,02"
LC0C74C44T5022773,"199.990,00",700,"0,02"
LC0C74C41T5022861,"199.990,00",700,"0,02"
LC0C74C43T5021811,"199.990,00",700,"0,02"
LC0C74C41T5022584,"199.990,00",700,"0,02"
LC0C74C41T5022083,"199.990,00",700,"0,02"
LC0C74C43T5021176,"199.990,00",700,"0,02"
LC0C74C41T5021659,"199.990,00",700,"0,02"
LC0C74C47T5021486,"199.990,00",700,"0,02"
LC0C74C45T5020093,"199.990,00",700,"0,02"
LC0C74C45T5023141,"199.990,00",700,"0,02"
LC0C74C44T5022031,"199.990,00",700,"0,02"
LC0C74C44T5023163,"199.990,00",700,"0,02"
LC0C74C43T5021534,"199.990,00",700,"0,02"
LC0C74C42T5023534,"199.990,00",700,"0,02"
LC0C74C47T5022041,"199.990,00",700,"0,02"
LC0C74C48T5021559,"199.990,00",700,"0,02"
LC0C74C45T5021437,"199.990,00",700,"0,02"
LC0C74C47T5023626,"199.990,00",700,"0,02"
LC0C74C46T5022063,"199.990,00",700,"0,02"
LC0C74C43T5022196,"199.990,00",700,"0,02"
LC0C74C48T5020198,"199.990,00",700,"0,02"
LC0C74C45T5023074,"199.990,00",700,"0,02"
LC0C74C46T5019535,"199.990,00",700,"0,02"
LC0C74C46T5022953,"199.990,00",700,"0,02"
LC0C74C45T5021387,"199.990,00",700,"0,02"
LC0C74C47T5023111,"199.990,00",700,"0,02"
LC0C74C46T5021270,"199.990,00",700,"0,02"
LC0C74C44T5021509,"199.990,00",700,"0,02"
LC0C74C43T5022635,"199.990,00",700,"0,02"
LC0C74C44T5023647,"199.990,00",700,"0,02"
LC0C74C43T5023171,"199.990,00",700,"0,02"
LC0C74C47T5022587,"199.990,00",700,"0,02"
LC0C74C43T5022053,"199.990,00",700,"0,02"
LC0C74C48T5023215,"199.990,00",700,"0,02"
LC0C74C49T5021733,"199.990,00",700,"0,02"
LC0C74C4XT5020980,"199.990,00",700,"0,02"
LC0C74C4XT5020316,"199.990,00",700,"0,02"
LC0C74C44T5021056,"199.990,00",700,"0,02"
LC0C74C45T5021020,"199.990,00",700,"0,02"
LC0C74C43T5020366,"199.990,00",700,"0,02"
LC0C74C41T5023198,"199.990,00",700,"0,02"
LC0C74C48T5021402,"199.990,00",700,"0,02"
LC0C74C48T5021822,"199.990,00",700,"0,02"
LC0C76C4XT0008921,"175.990,00",700,"0,02"
LC0C76C4XT0009180,"175.990,00",700,"0,02"
LC0C76C4XT0011043,"175.990,00",700,"0,02"
LC0C76C47T0010352,"175.990,00",700,"0,02"
LC0C76C4XT0008952,"175.990,00",700,"0,02"
LC0C76C47T0011002,"175.990,00",700,"0,02"
LC0C76C4XT0010992,"175.990,00",700,"0,02"
LC0C76C4XT0009163,"175.990,00",700,"0,02"
LGXC74C40T0087355,"249.990,00",700,"0,02"
LGXC74C41T0086568,"249.990,00",700,"0,02"
LGXC74C44T0086208,"249.990,00",700,"0,02"
LGXC74C44T0087052,"249.990,00",700,"0,02"
LGXC74C43T0086653,"249.990,00",700,"0,02"
LGXC74C46T0087148,"249.990,00",700,"0,02"
LGXC74C46T0086565,"249.990,00",700,"0,02"
LGXC74C49T0086799,"249.990,00",700,"0,02"
LGXC74C46T0086808,"249.990,00",700,"0,02"
LGXC74C45T0086184,"249.990,00",700,"0,02"
LGXC74C44T0086709,"249.990,00",700,"0,02"
LGXC74C43T0086202,"249.990,00",700,"0,02"
LGXC74C40T0086772,"249.990,00",700,"0,02"
LGXC74C4XT0086763,"249.990,00",700,"0,02"
LGXC74C41T0086635,"249.990,00",700,"0,02"
LGXC74C41T0086702,"249.990,00",700,"0,02"
LGXC74C47T0087112,"249.990,00",700,"0,02"
LGXC74C43T0086183,"249.990,00",700,"0,02"
LC0CF4CD9S0002372,"426.800,00",700,"0,02"
LC0CF4CD7S0021776,"426.800,00",700,"0,02"
LC0CF4CD7S0000202,"426.800,00",700,"0,02"
LC0CF4CD5S0002353,"426.800,00",700,"0,02"
LC0CF4CD6S0022563,"426.800,00",700,"0,02"
LC0CF4CD7S0000197,"426.800,00",700,"0,02"
LC0C74C44T5019162,"199.990,00",700,"0,02"
LC0C74C44T5019128,"199.990,00",700,"0,02"
LC0C74C44T5018769,"199.990,00",700,"0,02"
LC0C74C44T5019548,"199.990,00",700,"0,02"
LC0C74C44T5019517,"199.990,00",700,"0,02"
92VC76C4XTK000603,"175.990,00",700,"0,02"
92VC76C4XTK000939,"175.990,00",700,"0,02"
92VC76C4XTK001010,"175.990,00",700,"0,02"
92VC76C40TK001050,"175.990,00",700,"0,02"
92VC76C4XTK000617,"175.990,00",700,"0,02"
92VC76C40TK000948,"175.990,00",700,"0,02"
92VC76C48TK001006,"175.990,00",700,"0,02"
92VC76C42TK000434,"175.990,00",700,"0,02"
92VC76C48TK000910,"175.990,00",700,"0,02"
92VC76C49TK001788,"175.990,00",700,"0,02"
92VC76C42TK001535,"175.990,00",700,"0,02"
92VC76C44TK001598,"175.990,00",700,"0,02"
92VC76C49TK001855,"175.990,00",700,"0,02"
92VC76C4XTK001539,"175.990,00",700,"0,02"
92VC76C49TK001631,"175.990,00",700,"0,02"
92VC76C44TK001584,"175.990,00",700,"0,02"
92VC76C48TK001085,"175.990,00",700,"0,02"
92VC76C48TK001538,"175.990,00",700,"0,02"
92VC76C48TK001779,"175.990,00",700,"0,02"
92VC76C46TK001635,"175.990,00",700,"0,02"
92VC76C45TK001108,"175.990,00",700,"0,02"
92VC76C45TK001612,"175.990,00",700,"0,02"
92VC76C42TK001552,"175.990,00",700,"0,02"
92VC76C48TK000633,"175.990,00",700,"0,02"
92VC76C48TK001054,"175.990,00",700,"0,02"
92VC76C43TK000393,"175.990,00",700,"0,02"
92VC76C40TK000562,"175.990,00",700,"0,02"
92VC76C46TK000646,"175.990,00",700,"0,02"
92VC76C40TK000982,"175.990,00",700,"0,02"
92VC76C42TK000935,"175.990,00",700,"0,02"
92VC76C40TK000898,"175.990,00",700,"0,02"
92VC76C45TK000427,"175.990,00",700,"0,02"
92VC76C4XTK002514,"175.990,00",700,"0,02"
92VC76C46TK002056,"175.990,00",700,"0,02"
92VC76C48TK002558,"175.990,00",700,"0,02"
92VC76C42TK000305,"175.990,00",700,"0,02"
92VC76C45TK002081,"175.990,00",700,"0,02"
92VC76C47TK002521,"175.990,00",700,"0,02"
92VC76C49TK002567,"175.990,00",700,"0,02"
92VC76C47TK001062,"175.990,00",700,"0,02"
92VC76C42TK000921,"175.990,00",700,"0,02"
92VC76C49TK001872,"175.990,00",700,"0,02"
92VC76C43TK001107,"175.990,00",700,"0,02"
92VC76C40TK001551,"175.990,00",700,"0,02"
92VC76C41TK001882,"175.990,00",700,"0,02"
LC0C74C40T5023466,"199.990,00",700,"0,02"
LGXCF6CD8S2002151,"249.990,00",700,"0,02"
LGXCF6CD7S2004781,"249.990,00",700,"0,02"
LGXCF6CD8S2002957,"249.990,00",700,"0,02"
LGXCF6CD9S2002160,"249.990,00",700,"0,02"
LGXCF6CD7S2004733,"249.990,00",700,"0,02"
LGXCF6CD0S2004122,"249.990,00",700,"0,02"
LGXCF6CD8S2002232,"249.990,00",700,"0,02"
LGXCF6CD0S2003939,"249.990,00",700,"0,02"
LGXCF6CD9S2004698,"249.990,00",700,"0,02"
LGXCF6CDXS2004662,"249.990,00",700,"0,02"
LGXCF6CD7S2005073,"249.990,00",700,"0,02"
